"gameId","playId","nflId","nflId_Linebacker","displayName","nflId_Blocker","time","dist","Blocker_x","Blocker_y","Linebacker_x","Linebacker_y","possessionTeam","defensiveTeam","playResult","goodRunDefense","week","homeFinalScore","visitorFinalScore","Frames","Time_Spent_Engaged","Two_Yards_Or_Less","Blocker_Name","Blocker_Position","Blocker_Speed","Blocker_Acceleration","Blocker_Orientation","Blocker_Height","Blocker_Weight","Blocker_BirthDate","Blocker_College","Blocker_Direction","Linebacker_Name","Linebacker_Position","Linebacker_Speed","Linebacker_Acceleration","Linebacker_Orientation","Linebacker_Height","Linebacker_Weight","Linebacker_BirthDate","Linebacker_College","Linebacker_Direction","Average_Direction_Degrees","Acceleration_Difference","Height_Difference","Weight_Difference","Week","Speed_Difference","Squareness","tackle","assist","forcedFumble","pff_missedTackle","is_middle_row","Change_Linebacker_Direction","Change_Linebacker_Speed","Change_Linebacker_Acceleration","Change_Linebacker_Orientation","Change_Blocker_Direction","Change_Blocker_Speed","Change_Blocker_Acceleration","Change_Blocker_Orientation"
2022090800,1406,42400,46085,"Rob Havenstein",42400,"9/8/2022 9:18:22 PM",0.990403957988859,15.62,25.66,14.65,25.86,"LA","BUF",3,0,1,10,31,5,0.5,0,"Rob Havenstein","T",1.78,1.4,273.23,80,328,"5/13/1992","Wisconsin",267.02,"Tremaine Edmunds","ILB",2.56,3.37,105.71,77,250,"5/2/1998","Virginia Tech",170.15,60.1633990542781,1.97,-3,-78,1,0.78,0.930666666666667,0,0,0,0,FALSE,0,0,0,0,14.13,0.44,-0.22,15.57
2022090800,1406,46180,44976,"Brian Allen",46180,"9/8/2022 9:18:22 PM",0.852349693494401,14.68,23.72,13.89,23.4,"LA","BUF",3,0,1,10,31,16,1.6,0,"Brian Allen","C",2.05,1.64,243.05,74,302,"10/11/1995","Michigan State",263.31,"Matt Milano","OLB",0.26,3.25,83.17,72,223,"7/28/1994","Boston College",157.35,59.8500435408381,1.61,-2,-79,1,-1.79,0.888222222222222,0,0,0,0,FALSE,73.48,1.4,-2.63,23.25,13.05,-0.0699999999999998,-1.14,8.74000000000001
2022090800,1736,42400,44976,"Rob Havenstein",42400,"9/8/2022 9:32:42 PM",0.801560977094074,41.13,32.26,41.08,33.06,"LA","BUF",0,1,1,10,31,3,0.3,1,"Rob Havenstein","T",1.2,1.01,282.13,80,328,"5/13/1992","Wisconsin",223.63,"Matt Milano","OLB",4.72,2.85,101.96,72,223,"7/28/1994","Boston College",138.56,38.8261087701586,1.84,-8,-105,1,3.52,0.999055555555555,1,0,0,0,FALSE,0,0,0,0,4.83000000000001,0.18,-0.52,7.17000000000002
2022090800,1946,42400,44976,"Rob Havenstein",42400,"9/8/2022 9:52:31 PM",0.907854613911279,20.21,13.42,21.02,13.01,"LA","BUF",2,1,1,10,31,4,0.4,1,"Rob Havenstein","T",4.07,1.38,73.23,80,328,"5/13/1992","Wisconsin",174.88,"Matt Milano","OLB",5.19,2.45,276.37,72,223,"7/28/1994","Boston College",213.73,29.965550730633,1.07,-8,-105,1,1.12,0.871444444444444,0,0,0,0,FALSE,2.47999999999999,-0.45,-0.9,2.31,7.25,0.34,-0.0499999999999998,24.91
2022090800,1946,46158,37075,"Joseph Noteboom",46158,"9/8/2022 9:52:30 PM",0.888369292580514,19.52,26.88,20.28,27.34,"LA","BUF",2,1,1,10,31,6,0.6,1,"Joseph Noteboom","T",0.82,2.77,59.6,77,321,"6/19/1995","Texas Christian",170.35,"Von Miller","OLB",3.62,1.33,220.84,75,250,"3/26/1989","Texas A&amp;M",221.07,53.5702512413361,-1.44,-2,-71,1,2.8,0.895777777777778,0,0,0,0,FALSE,4.03,0.13,0.18,1.00999999999999,4.12,0.98,0.24,4.13
2022090800,1946,46180,46085,"Brian Allen",46180,"9/8/2022 9:52:31 PM",0.937709976485266,22.71,18.19,23.64,18.31,"LA","BUF",2,1,1,10,31,20,2,1,"Brian Allen","C",5.19,2.12,99.87,74,302,"10/11/1995","Michigan State",161.58,"Tremaine Edmunds","ILB",5.39,1.65,258.16,77,250,"5/2/1998","Virginia Tech",187.78,28.7962679066219,-0.47,3,-52,1,0.199999999999999,0.879388888888889,0,0,0,0,FALSE,28.61,-1.83,1.75,15.47,5.73000000000002,-1.32,0.45,0.019999999999996
2022090800,2072,42392,38577,"Mitch Morse",42392,"9/8/2022 9:57:55 PM",0.636945837571768,54.86,16.85,55.1,16.26,"BUF","LA",1,1,1,10,31,3,0.3,1,"Mitch Morse","C",4.51,1.88,246.11,78,305,"4/21/1992","Missouri",202.13,"Bobby Wagner","ILB",5.32,0.17,135.95,72,242,"6/27/1990","Utah State",160.6,17.0632394206802,-1.71,-6,-63,1,0.81,0.612,1,0,0,0,FALSE,0.0600000000000023,0.04,0.1,2.97999999999999,3.16,-0.63,0.18,46.06
2022090800,2072,42392,53532,"Mitch Morse",42392,"9/8/2022 9:57:57 PM",0.914002188181192,48.78,9.99,48.05,9.44,"BUF","LA",1,1,1,10,31,9,0.9,1,"Mitch Morse","C",4.79,2.63,185.96,78,305,"4/21/1992","Missouri",223.21,"Ernest Jones","ILB",5.89,1.72,294.97,74,230,"","South Carolina",212.24,9.93050413950214,-0.91,-4,-75,1,1.1,0.605611111111111,0,0,0,0,FALSE,5,-0.39,0.94,19.72,12.15,-0.92,0.16,29.56
2022090800,2093,44875,53532,"Dion Dawkins",44875,"9/8/2022 9:58:41 PM",0.705761999543758,53.64,21.62,52.94,21.71,"BUF","LA",7,0,1,10,31,10,1,0,"Dion Dawkins","T",3.62,1.81,310.48,77,320,"4/26/1994","Temple",321.14,"Ernest Jones","ILB",3.63,2.68,58.98,74,230,"","South Carolina",359.13,25.3874536838591,0.87,-3,-90,1,0.00999999999999979,0.602777777777778,0,0,0,0,FALSE,46.04,-1.37,1.61,122.8,17.14,-0.43,0.49,8.44
2022090800,2093,53522,47939,"Spencer Brown",53522,"9/8/2022 9:58:42 PM",0.296816441593117,54.88,20.24,55.13,20.08,"BUF","LA",7,0,1,10,31,9,0.9,0,"Spencer Brown","T",1.95,1.97,196.76,81,321,"","Northern Iowa",236.75,"Justin Hollins","OLB",1.43,3.92,19.95,77,248,"1/15/1996","Oregon",266.71,20.0928160689421,1.95,-4,-73,1,-0.52,0.982277777777778,1,0,0,0,FALSE,0,0,0,0,5.81,0.13,-1.6,21.87
2022090800,2163,35472,38577,"Rodger Saffold",35472,"9/8/2022 10:00:45 PM",0.850940655980189,43.86,15.98,43.06,16.27,"BUF","LA",13,0,1,10,31,7,0.7,0,"Rodger Saffold","G",3.36,2.67,296.13,77,325,"6/6/1988","Indiana",231.66,"Bobby Wagner","ILB",2.53,3.71,179.25,72,242,"6/27/1990","Utah State",168.51,20.2937871957534,1.04,-5,-83,1,-0.83,0.649333333333333,0,0,0,0,FALSE,1.70999999999998,-0.48,-2.29,2.03,9.38,-0.29,-0.16,17.5
2022090800,2485,42392,38577,"Mitch Morse",42392,"9/8/2022 10:15:12 PM",0.966902270139025,95.55,16.44,95.37,15.49,"BUF","LA",8,0,1,10,31,4,0.4,0,"Mitch Morse","C",1.99,1.39,23.49,78,305,"4/21/1992","Missouri",184.67,"Bobby Wagner","ILB",1.64,4.04,133.12,72,242,"6/27/1990","Utah State",186.72,9.1894007367505,2.65,-6,-63,1,-0.35,0.609055555555556,0,0,0,0,FALSE,16.46,-0.14,-0.24,97.65,6.62,0.28,-0.66,11.28
2022090800,2485,44875,47939,"Dion Dawkins",44875,"9/8/2022 10:15:11 PM",0.890505474435728,96.52,16.91,96.49,16.02,"BUF","LA",8,0,1,10,31,5,0.5,0,"Dion Dawkins","T",2.35,1.07,339.54,77,320,"4/26/1994","Temple",186.99,"Justin Hollins","OLB",2.49,3.38,109.56,77,248,"1/15/1996","Oregon",160.96,9.27038104930313,2.31,0,-72,1,0.14,0.722333333333333,0,0,0,0,FALSE,0,0,0,0,1.63,-0.15,-0.0800000000000001,12.59
2022090800,2506,35472,38577,"Rodger Saffold",35472,"9/8/2022 10:15:52 PM",0.974987179402898,87.98,15.76,87.07,16.11,"BUF","LA",0,1,1,10,31,5,0.5,1,"Rodger Saffold","G",4.55,2.21,270.21,77,325,"6/6/1988","Indiana",212.48,"Bobby Wagner","ILB",3.84,2.63,113.14,72,242,"6/27/1990","Utah State",167.02,9.95597214649065,0.42,-5,-83,1,-0.71,0.872611111111111,0,0,0,0,FALSE,1.47,-0.2,-0.15,3.75,2.65000000000001,-0.48,0.58,43.56
2022090800,2506,35472,53532,"Rodger Saffold",35472,"9/8/2022 10:15:52 PM",0.857029754442629,87.5,15.05,88.07,14.41,"BUF","LA",0,1,1,10,31,6,0.6,1,"Rodger Saffold","G",4.07,2.79,313.77,77,325,"6/6/1988","Indiana",215.13,"Ernest Jones","ILB",4.91,1.71,116.35,74,230,"","South Carolina",150.05,9.85404940863088,-1.08,-3,-95,1,0.84,0.903222222222222,1,0,0,0,FALSE,196.01,-4.4,-0.33,55.67,176.21,-3.83,-1.16,102.12
2022090800,2551,35472,53532,"Rodger Saffold",35472,"9/8/2022 10:17:18 PM",0.514781507049355,76.22,19.57,76.73,19.5,"BUF","LA",1,1,1,10,31,8,0.8,1,"Rodger Saffold","G",1.03,1.59,132.16,77,325,"6/6/1988","Indiana",223.81,"Ernest Jones","ILB",1.84,1.87,285.69,74,230,"","South Carolina",145.56,14.1727923433375,0.28,-3,-95,1,0.81,0.852944444444445,0,1,0,0,FALSE,8.68000000000001,-1.13,-0.98,148.83,7.25,1.2,-0.15,171.39
2022090800,2648,39684,53532,"Greg Van Roten",39684,"9/8/2022 10:23:45 PM",0.904433524367604,62.86,34.53,63.6,34.01,"BUF","LA",3,0,1,10,31,9,0.9,0,"Greg Van Roten","G",1.8,2.63,157.03,75,305,"2/26/1990","Pennsylvania",97.01,"Ernest Jones","ILB",2.35,2.11,356.29,74,230,"","South Carolina",10.33,28.3488068307257,-0.52,-1,-75,1,0.55,0.893,0,0,0,0,FALSE,34.72,-1.45,1.04,335.43,35.25,-0.21,-0.46,7.12
2022090800,2648,42392,38577,"Mitch Morse",42392,"9/8/2022 10:23:41 PM",0.759275970909124,66.86,32.17,66.28,32.66,"BUF","LA",3,0,1,10,31,5,0.5,0,"Mitch Morse","C",2.3,1.76,330.36,78,305,"4/21/1992","Missouri",9.97,"Bobby Wagner","ILB",2.45,4.29,138.15,72,242,"6/27/1990","Utah State",120.33,25.8780707242782,2.53,-6,-63,1,0.15,0.932166666666667,0,0,0,0,FALSE,9.39999999999999,0.15,-0.54,4.53999999999999,5.74,-0.27,-0.0800000000000001,11.78
2022090800,2839,46158,37075,"Joseph Noteboom",46158,"9/8/2022 10:34:20 PM",0.900055553840986,82.12,19.53,82.13,18.63,"LA","BUF",0,1,1,10,31,3,0.3,1,"Joseph Noteboom","T",3.23,0.94,210.1,77,321,"6/19/1995","Texas Christian",104.86,"Von Miller","OLB",5.29,0.82,65.09,75,250,"3/26/1989","Texas A&amp;M",85.59,12.7351918802575,-0.12,-2,-71,1,2.06,0.805611111111111,0,0,0,0,FALSE,1.11,-0.0499999999999998,0.27,0,1.89,0.0600000000000001,0.01,11.13
2022090800,2958,44875,38577,"Dion Dawkins",44875,"9/8/2022 10:40:07 PM",0.917605579756353,53.63,19.31,54.51,19.57,"BUF","LA",5,0,1,10,31,5,0.5,0,"Dion Dawkins","T",3.44,1.96,109.42,77,320,"4/26/1994","Temple",101.74,"Bobby Wagner","ILB",3.1,3.17,272.92,72,242,"6/27/1990","Utah State",180.54,19.3303929656924,1.21,-5,-78,1,-0.34,0.908333333333333,0,0,0,0,FALSE,6.29000000000002,0.57,-1.8,6.54000000000002,5.95999999999999,0.19,-0.67,11.53
2022090800,3145,46180,44976,"Brian Allen",46180,"9/8/2022 10:49:21 PM",0.784474346298208,77,28.06,77.15,28.83,"LA","BUF",1,1,1,10,31,4,0.4,1,"Brian Allen","C",1.65,0.24,194.91,74,302,"10/11/1995","Michigan State",218.56,"Matt Milano","OLB",1.99,2.93,82.06,72,223,"7/28/1994","Boston College",138.9,20.2016641631195,2.69,-2,-79,1,0.34,0.626944444444444,0,0,0,0,FALSE,23.74,-0.1,-2.79,59.62,79.38,-1.06,1.07,62.53
2022090800,3145,46180,46085,"Brian Allen",46180,"9/8/2022 10:49:21 PM",0.996393496566491,76.44,27.24,75.66,26.62,"LA","BUF",1,1,1,10,31,7,0.7,1,"Brian Allen","C",1.44,1.17,223.19,74,302,"10/11/1995","Michigan State",207.98,"Tremaine Edmunds","ILB",1.69,1.57,71.63,77,250,"5/2/1998","Virginia Tech",119.91,19.2233548701525,0.4,3,-52,1,0.25,0.842,0,0,0,0,FALSE,101.19,-0.83,2.11,8.62,15.02,0.47,-0.8,58.06
2022090800,3283,35472,38577,"Rodger Saffold",35472,"9/8/2022 10:52:48 PM",0.996242942258561,87.78,28.81,88.11,27.87,"BUF","LA",4,0,1,10,31,6,0.6,0,"Rodger Saffold","G",2.68,0.24,146.22,77,325,"6/6/1988","Indiana",112.44,"Bobby Wagner","ILB",0.95,1.56,322.46,72,242,"6/27/1990","Utah State",311.6,17.8557064170264,1.32,-5,-83,1,-1.73,0.979111111111111,0,0,0,0,FALSE,290.58,0.69,1.46,29.42,0.890000000000001,-0.15,0.95,9.99000000000001
2022090800,3283,44875,47939,"Dion Dawkins",44875,"9/8/2022 10:52:51 PM",0.998098191562332,88.01,33.14,88.62,33.93,"BUF","LA",4,0,1,10,31,9,0.9,0,"Dion Dawkins","T",0.53,1.69,86.35,77,320,"4/26/1994","Temple",73.68,"Justin Hollins","OLB",0.03,0.05,247.51,77,248,"1/15/1996","Oregon",313.4,20.8805552192886,-1.64,0,-72,1,-0.5,0.895333333333333,0,0,0,0,FALSE,0.650000000000034,0.17,1.05,18.23,37.1,0.97,-1.15,42.84
2022090800,3341,46180,46085,"Brian Allen",46180,"9/8/2022 10:56:24 PM",0.997647232241934,91.22,26.52,90.34,26.99,"LA","BUF",9,0,1,10,31,20,2,0,"Brian Allen","C",2.76,1.1,285.27,74,302,"10/11/1995","Michigan State",247.57,"Tremaine Edmunds","ILB",1.05,4.15,159.83,77,250,"5/2/1998","Virginia Tech",168.15,16.4721491859657,3.05,3,-52,1,-1.71,0.696888888888889,0,0,0,0,FALSE,89.03,-0.11,-2.62,26.14,25.11,-1.38,0.31,278.12
2022090800,3362,46180,46085,"Brian Allen",46180,"9/8/2022 10:56:45 PM",0.992975326984503,82.52,22,81.54,21.84,"LA","BUF",-1,1,1,10,31,3,0.3,1,"Brian Allen","C",0.99,1.4,214.36,74,302,"10/11/1995","Michigan State",262.38,"Tremaine Edmunds","ILB",0.9,0.25,93.8,77,250,"5/2/1998","Virginia Tech",145.99,14.9799644662547,-1.15,3,-52,1,-0.09,0.669777777777778,0,0,0,0,FALSE,1.43000000000001,0.03,-0.15,2.69,4.25,-0.12,-0.14,16.43
